HostResponseTime,HostResponseRate,HostAcceptRate,Superhost,HostListings,Neighborhood,Latitude,Longitude,RoomType,Accomodates,Bathrooms,Bedrooms,Beds,Price,MinNights,Availability30,Availability60,Availability90,Availability365,ReviewCount,FirstReview,AvgRating,RatingAccuracy,RatingClean,RatingCheckIn,RatingCommunication,RatingLocation,RatingValue,Instant Booking,BookingsPerMonth,CommissionsPerMonth
within a day,0.83,0.6,f,1,Centro Storico,43.76461,11.245603,Entire home/apt,2,1,1,1,39,6,14,27,27,27,2,2012.5,5,4.5,4,4.5,5,5,5,f,0.02,0.351
within a day,0.88,0.88,t,2,Centro Storico,43.77036,11.26057,Private room,2,1,1,1,50,2,3,14,20,280,348,2012.5,4.88,4.9,4.89,4.9,4.9,4.95,4.87,f,3.15,70.875
within an hour,1,1,f,2,Centro Storico,43.7656,11.24738,Entire home/apt,2,1,1,1,75,1,0,0,0,271,1,2017.1,5,5,5,5,5,5,5,f,0.02,0.675
within an hour,1,1,f,6,Centro Storico,43.77937,11.24602,Hotel room,1,2,1,1,52,2,0,0,0,161,8,2019.2,4.75,4.88,4.88,4.88,5,5,4.88,f,0.28,6.552
within a day,0.83,0.96,f,2,Centro Storico,43.76385,11.23997,Entire home/apt,4,1,1,1,68,3,10,33,33,262,31,2018.4,4.67,4.61,4.52,4.71,4.58,4.8,4.57,t,0.8,24.48
within an hour,1,1,t,59,Centro Storico,43.76619,11.24702,Entire home/apt,4,1,1,2,67,2,13,29,59,172,397,2012.9,4.75,4.87,4.81,4.85,4.88,4.88,4.79,t,3.76,113.364
within an hour,1,1,f,189,Centro Storico,43.7751,11.26302,Entire home/apt,4,1.5,2,3,240,3,0,0,0,41,9,2015.5,4.56,4.22,4.44,4.22,4.89,4.67,4.22,t,0.12,12.96
within an hour,1,1,t,2,Centro Storico,43.77012,11.26274,Entire home/apt,2,1,1,1,70,5,0,9,39,314,12,2015.6,4.08,4.17,3.75,4.83,4.83,4.83,3.92,f,0.16,5.04
within an hour,1,1,t,9,Centro Storico,43.76578,11.24858,Entire home/apt,2,1,1,4,69,15,1,1,1,1,107,2013.3,4.72,4.77,4.91,4.89,4.89,4.89,4.78,f,1.06,32.913
within a few hours,0.8,1,f,14,Centro Storico,43.75865,11.2429,Entire home/apt,1,1,1,1,61,2,28,58,88,363,2,2017.9,5,5,5,5,5,5,5,f,0.04,1.098
within an hour,1,1,t,3,Centro Storico,43.7678,11.25149,Entire home/apt,2,1,1,1,48,2,10,38,68,343,278,2012.6,4.76,4.73,4.8,4.94,4.94,4.95,4.69,t,2.53,54.648
within a few hours,1,1,t,1,Centro Storico,43.76792,11.24975,Entire home/apt,4,1,1,1,85,4,0,6,28,50,105,2013.1,4.89,4.95,4.95,4.88,4.87,4.97,4.84,f,1.01,38.6325
within an hour,1,0.95,t,1,Centro Storico,43.77318,11.25748,Entire home/apt,4,1,1,2,104,2,3,6,12,245,422,2013.7,4.74,4.81,4.78,4.83,4.83,4.97,4.73,t,4.39,205.452
within a few hours,0.99,0.91,f,1,Centro Storico,43.77273,11.2434,Entire home/apt,2,1,1,1,45,3,2,10,18,18,338,2012.9,4.4,4.4,4.54,4.91,4.89,4.81,4.53,f,3.19,64.5975
within a few hours,0.9,1,t,5,Centro Storico,43.76944,11.25912,Entire home/apt,4,1,1,1,56,1,20,20,30,305,34,2013.8,4.19,4.35,4.44,4.77,4.65,4.93,4.1,f,0.36,9.072
within a few hours,0.9,1,t,5,Centro Storico,43.76921,11.25922,Entire home/apt,7,1,1,1,86,1,5,16,44,319,120,2013,4.29,4.39,4.35,4.66,4.55,4.82,4.42,f,1.14,44.118
within a few hours,0.9,1,t,5,Centro Storico,43.76887,11.25772,Entire home/apt,5,1,1,1,74,1,30,48,78,353,94,2014.6,4.44,4.64,4.6,4.6,4.67,4.93,4.51,f,1.09,36.297
within a few hours,0.9,1,t,5,Centro Storico,43.76934,11.25833,Entire home/apt,6,1,1,1,79,1,11,31,61,336,55,2016.5,4.11,4.35,4.45,4.43,4.37,4.87,4.32,f,0.88,31.284
within an hour,1,1,t,1,Centro Storico,43.76781,11.24412,Entire home/apt,5,1,1,3,44,3,4,14,23,92,444,2013.5,4.93,4.94,4.91,4.96,4.96,4.93,4.91,t,4.5,89.1
within an hour,1,0.95,f,1,Centro Storico,43.77523,11.25625,Private room,1,1,1,1,31,2,8,25,47,322,418,2012.8,4.87,4.95,4.87,4.94,4.91,4.91,4.88,f,3.89,54.2655
within an hour,1,1,t,5,Centro Storico,43.7704,11.26296,Entire home/apt,4,1,1,2,53,3,8,19,44,311,331,2012.7,4.7,4.73,4.83,4.83,4.87,4.78,4.73,t,3.05,72.7425
within an hour,1,1,f,1,Centro Storico,43.76659,11.24675,Entire home/apt,1,1,1,1,40,5,6,6,6,199,194,2013.2,4.81,4.88,4.83,4.91,4.91,4.9,4.8,f,1.9,34.2
within an hour,1,1,t,1,Centro Storico,43.77168,11.25272,Private room,2,0,1,1,78,1,30,60,90,365,559,2013.4,4.83,4.88,4.83,4.91,4.92,4.99,4.82,f,5.59,196.209
within a few hours,1,0.33,f,29,Centro Storico,43.76889,11.26804,Entire home/apt,6,2,2,3,220,3,30,60,90,365,1,2013.6,3,4,4,5,4,4,4,f,0.01,0.99
within an hour,1,1,f,16,Centro Storico,43.77947,11.25214,Entire home/apt,4,2,1,3,75,2,12,40,70,111,221,2014.1,4.78,4.86,4.89,4.86,4.83,4.76,4.77,t,2.42,81.675
within an hour,1,0,t,3,Centro Storico,43.77911,11.26376,Entire home/apt,4,1.5,2,2,119,3,29,59,89,364,165,2012.9,4.76,4.83,4.83,4.85,4.86,4.83,4.75,f,1.56,83.538
within an hour,1,1,f,12,Centro Storico,43.77278,11.24895,Entire home/apt,8,2,2,8,153,1,0,9,25,65,190,2013.1,4.7,4.78,4.7,4.9,4.91,4.82,4.69,t,1.83,125.9955
within an hour,1,1,f,1,Centro Storico,43.76905,11.25968,Entire home/apt,2,1,1,1,74,1,25,55,85,360,73,2014.8,4.7,4.87,4.54,4.91,4.87,4.94,4.73,f,0.88,29.304
within an hour,1,1,t,3,Centro Storico,43.77924,11.2399,Entire home/apt,3,1,1,2,40,2,5,16,43,318,140,2018.3,4.95,4.94,4.99,4.91,4.95,4.72,4.9,t,3.47,62.46
within an hour,1,1,t,8,Centro Storico,43.76956,11.25967,Entire home/apt,3,1,1,2,49,3,2,7,26,301,525,2012.8,4.84,4.87,4.84,4.91,4.93,4.92,4.79,t,4.88,107.604
within an hour,1,1,t,1,Centro Storico,43.76713,11.23977,Entire home/apt,5,2,3,4,129,2,11,33,42,273,233,2013.5,4.9,4.92,4.96,4.99,4.99,4.74,4.86,t,2.35,136.4175
within an hour,1,1,t,8,Centro Storico,43.76933,11.25114,Entire home/apt,4,1,1,3,165,3,9,23,41,308,400,2012.9,4.89,4.91,4.88,4.97,4.97,4.99,4.85,t,3.78,280.665
within a day,0.67,0.67,f,2,Centro Storico,43.77614,11.25359,Entire home/apt,5,1,3,3,75,2,23,43,43,318,156,2012.9,4.12,4.26,3.9,4.52,4.43,4.85,4.3,f,1.47,49.6125
within an hour,1,0.94,f,2,Centro Storico,43.7676,11.25214,Entire home/apt,3,1,1,4,70,3,0,0,1,224,41,2012.9,4.86,4.87,4.77,4.97,4.92,4.95,4.74,f,0.39,12.285
within an hour,1,1,f,189,Centro Storico,43.76394,11.2402,Entire home/apt,4,2,1,2,,3,0,0,0,0,2,2013.1,4,4.5,4.5,5,5,4,4.5,t,0.02,1.602
within a few hours,1,1,f,10,Centro Storico,43.7672,11.25128,Entire home/apt,3,1.5,1,1,49,2,0,0,0,183,59,2014.4,4.31,4.68,4.36,4.79,4.84,5,4.43,f,0.67,14.7735
within a day,1,1,f,0,Centro Storico,43.76674,11.25346,Entire home/apt,2,1,1,1,48,28,3,3,3,277,95,2018.5,4.67,4.93,4.32,4.95,4.95,5,4.77,f,2.5,54
within an hour,1,1,t,3,Centro Storico,43.77941,11.25728,Private room,2,1,1,1,55,3,8,12,35,307,383,2013.3,4.84,4.94,4.92,4.94,4.95,4.74,4.85,t,3.79,93.8025
within an hour,0.86,0.89,f,64,Centro Storico,43.77167,11.2503,Entire home/apt,5,2,2,3,160,2,30,60,90,365,180,2012.9,4.46,4.64,4.61,4.53,4.6,4.86,4.57,t,1.7,122.4
a few days or more,0,0,f,5,Centro Storico,43.77151,11.25231,Entire home/apt,4,1,1,1,130,3,28,58,88,88,3,2013.5,3,2,5,5,5,5,4,f,0.03,1.755
within an hour,1,1,t,7,Centro Storico,43.7702,11.25584,Entire home/apt,4,2,2,3,180,2,18,48,75,345,348,2012.9,4.91,4.92,4.97,4.94,4.94,4.99,4.89,t,3.27,264.87
within an hour,1,0.87,t,20,Centro Storico,43.7684,11.24625,Entire home/apt,2,1,1,1,50,2,0,9,39,314,485,2013,4.51,4.54,4.47,4.79,4.86,4.81,4.45,t,4.64,104.4
within an hour,1,0.99,t,40,Centro Storico,43.77558,11.26424,Entire home/apt,4,1.5,1,2,133,1,20,33,48,227,27,2016.3,4.7,4.96,4.81,4.81,4.73,4.85,4.67,t,0.42,25.137
within an hour,1,0.99,t,40,Centro Storico,43.76918,11.26233,Entire home/apt,2,1,1,1,126,1,0,0,0,255,18,2013.5,4.93,4.94,5,4.83,5,4.94,4.83,t,0.18,10.206
within an hour,1,1,t,3,Centro Storico,43.76562,11.24831,Entire home/apt,2,1,1,1,98,3,0,0,0,192,298,2013.6,4.86,4.94,4.96,4.98,4.97,4.91,4.85,f,3.06,134.946
within an hour,1,1,t,1,Centro Storico,43.76385,11.24603,Private room,2,0,1,1,55,2,30,57,87,362,140,2013.5,4.76,4.78,4.96,4.84,4.8,4.85,4.74,f,1.42,35.145
within an hour,1,1,t,8,Centro Storico,43.7696,11.25956,Entire home/apt,3,1,1,2,90,2,30,60,90,365,351,2013,4.76,4.87,4.85,4.9,4.92,4.92,4.76,f,3.37,136.485
within an hour,1,1,f,1,Centro Storico,43.77088,11.26102,Entire home/apt,2,1,1,1,115,1,0,2,22,208,146,2015.1,4.61,4.65,4.69,4.81,4.77,4.99,4.57,t,1.85,95.7375
within an hour,1,1,f,5,Centro Storico,43.76292,11.2434,Hotel room,2,1,1,1,80,1,15,34,55,312,19,2013.2,4.71,4.89,4.89,4.95,4.89,4.65,4.56,t,0.19,6.84
within an hour,1,1,t,0,Centro Storico,43.77581,11.25353,Entire home/apt,6,1,1,5,80,3,1,10,27,302,106,2013.4,4.67,4.82,4.83,4.83,4.84,4.88,4.66,t,1.06,38.16
within an hour,1,1,t,0,Centro Storico,43.77505,11.25313,Entire home/apt,4,1,1,2,110,3,14,23,47,303,88,2014.6,4.78,4.85,4.86,4.8,4.94,4.97,4.69,t,1.04,51.48
within an hour,1,1,t,0,Centro Storico,43.77669,11.26189,Entire home/apt,10,0,4,8,220,2,3,16,26,200,238,2015.1,4.68,4.77,4.66,4.8,4.86,4.86,4.69,t,2.99,296.01
within a few hours,0.99,0.91,f,1,Centro Storico,43.77422,11.25057,Private room,5,2,2,3,46,1,5,18,47,137,36,2015.6,4.53,4.58,4.67,4.75,4.86,4.69,4.56,f,0.49,10.143
within an hour,1,0.99,f,58,Centro Storico,43.77138,11.25269,Entire home/apt,5,1,1,3,125,2,0,0,0,0,268,2013,4.29,4.38,4.22,4.6,4.66,4.92,4.32,t,2.56,144
within an hour,1,1,t,1,Centro Storico,43.77826,11.23936,Entire home/apt,3,1,1,2,63,2,23,42,72,330,135,2014.4,4.86,4.96,4.94,4.97,4.93,4.68,4.77,t,1.53,43.3755
within a day,1,1,t,2,Centro Storico,43.77763,11.25865,Entire home/apt,4,1,2,3,120,3,12,42,72,347,12,2015.5,4.58,4.92,4.58,4.75,4.92,4.92,4.42,f,0.16,8.64
within an hour,1,1,t,2,Centro Storico,43.77329,11.26305,Entire home/apt,2,1,1,2,69,3,30,60,90,358,93,2014.1,4.93,4.98,4.96,4.97,4.98,4.95,4.89,f,1.01,31.3605
within a day,1,0,f,2,Centro Storico,43.77515,11.26188,Entire home/apt,4,1.5,1,1,68,7,28,58,88,363,38,2013.6,4.95,4.97,4.97,4.97,5,4.92,4.92,f,0.39,11.934
within an hour,1,1,f,1,Centro Storico,43.76366,11.24671,Entire home/apt,2,1,1,1,35,30,0,8,8,28,43,2012.9,4.88,4.93,4.93,4.9,5,4.98,4.93,f,0.41,6.4575
within a few hours,0.8,1,f,14,Centro Storico,43.77037,11.26103,Entire home/apt,4,1,1,3,120,3,14,44,74,349,18,2015.4,4.88,5,4.76,4.88,5,5,4.88,f,0.24,12.96
within a few hours,0.8,1,f,14,Centro Storico,43.76899,11.25387,Entire home/apt,5,1,2,5,110,4,29,59,89,179,4,2013.1,4.5,4.5,4.5,5,5,4.75,4.5,f,0.04,1.98
within an hour,1,1,f,8,Centro Storico,43.77271,11.26212,Private room,11,0,6,1,120,1,25,51,80,346,1,2021.5,5,5,5,5,5,5,5,f,0.68,36.72
within an hour,1,0.4,f,2,Centro Storico,43.76634,11.24047,Entire home/apt,2,1,1,1,60,4,6,16,46,321,38,2013.4,4.59,4.74,4.61,4.82,4.82,4.82,4.66,f,0.38,10.26
within an hour,1,1,t,8,Centro Storico,43.77317,11.25898,Entire home/apt,2,1,1,1,131,1,2,20,49,126,276,2013.7,4.84,4.89,4.87,4.94,4.94,4.97,4.85,t,2.85,168.0075
within a few hours,1,1,t,1,Centro Storico,43.78017,11.24449,Private room,2,1,1,1,50,1,27,56,86,361,259,2013.5,4.81,4.88,4.94,4.89,4.92,4.66,4.83,f,2.64,59.4
within an hour,1,1,f,5,Centro Storico,43.77779,11.25159,Private room,2,1,1,1,59,1,22,36,66,211,19,2014.5,3.74,3.17,3.89,4.33,4.67,4.67,3.78,t,0.22,5.841
within an hour,1,1,f,5,Centro Storico,43.77945,11.25338,Private room,2,1,1,1,60,1,16,32,62,207,83,2013.3,4.14,4.11,4.48,4.8,4.65,4.6,4.17,t,0.82,22.14
within an hour,1,1,f,5,Centro Storico,43.77749,11.25253,Private room,3,1,1,3,72,1,20,35,65,210,19,2014.9,4.42,4.58,4.74,4.72,4.53,4.67,4.44,t,0.23,7.452
within an hour,1,1,f,5,Centro Storico,43.77953,11.25352,Private room,4,1,1,4,80,1,23,39,69,214,23,2015.5,4.17,4.41,4.55,4.73,4.73,4.5,4.23,t,0.31,11.16
within an hour,1,1,t,1,Centro Storico,43.77838,11.25357,Entire home/apt,6,2,3,3,80,2,25,43,73,342,224,2013.4,4.81,4.88,4.92,4.95,4.9,4.83,4.83,t,2.23,80.28
within an hour,1,1,t,1,Centro Storico,43.76649,11.25575,Entire home/apt,4,1,1,2,149,3,5,5,10,242,226,2013.8,4.73,4.82,4.73,4.91,4.96,4.92,4.73,f,2.38,159.579
within a few hours,1,1,f,2,Centro Storico,43.775307,11.251189,Entire home/apt,4,1,2,4,60,3,11,32,32,32,135,2014.1,4.69,4.79,4.78,4.86,4.82,4.91,4.73,t,1.47,39.69
within an hour,1,1,t,7,Centro Storico,43.76811,11.24994,Entire home/apt,6,2,2,3,140,2,4,16,24,66,135,2016.7,4.9,4.97,4.92,4.94,4.96,4.92,4.85,t,2.26,142.38
within a few hours,1,0.33,f,29,Centro Storico,43.76889,11.26802,Entire home/apt,6,2,2,4,220,3,30,60,90,365,4,2013.1,4,4.5,4.5,4,4.25,4.25,4,f,0.04,3.96
within a few hours,1,0.33,f,29,Centro Storico,43.76889,11.26802,Entire home/apt,6,2,2,2,220,3,30,60,90,365,3,2016.3,4.67,4.67,4.67,4.67,4.33,4.67,3.33,f,0.05,4.95
within an hour,1,1,f,2,Centro Storico,43.77423,11.26365,Entire home/apt,3,2,1,0,66,2,22,47,47,315,47,2013.1,4.7,4.66,4.55,4.94,4.85,4.91,4.66,t,0.45,13.365
within an hour,1,1,f,3,Centro Storico,43.76994,11.24999,Entire home/apt,4,1,1,2,80,2,1,1,2,69,65,2014,4.56,4.63,4.71,4.69,4.88,4.92,4.55,t,0.7,25.2
within an hour,1,1,f,189,Centro Storico,43.77089,11.261,Entire home/apt,4,1,1,1,171,3,0,0,0,40,3,2017.1,3,2.67,3.67,4,4,5,3.33,t,0.05,3.8475
within an hour,1,1,f,189,Centro Storico,43.77089,11.261,Entire home/apt,4,1,1,2,116,3,0,0,0,40,7,2016.5,4.43,4.57,4.57,4.86,4.71,4.71,4.43,t,0.11,5.742
within an hour,1,0.87,t,20,Centro Storico,43.76598,11.24532,Entire home/apt,4,1,1,2,50,2,6,26,56,331,107,2014.8,4.82,4.8,4.64,4.88,4.93,4.88,4.77,t,1.29,29.025
within an hour,1,1,t,10,Centro Storico,43.77482,11.25249,Entire home/apt,5,1,1,5,135,3,30,60,86,355,42,2015.6,4.86,4.95,4.95,4.98,4.98,4.98,4.9,t,0.58,35.235
within an hour,1,1,t,10,Centro Storico,43.77482,11.25249,Entire home/apt,4,1,1,2,123,3,30,60,90,365,56,2014.5,4.91,4.96,4.96,5,4.98,5,4.86,t,0.64,35.424
within a few hours,1,1,t,5,Centro Storico,43.7639,11.26209,Entire home/apt,3,1,1,1,64,4,0,0,29,304,134,2013.5,4.8,4.77,4.77,4.91,4.92,4.92,4.82,f,1.36,39.168
within an hour,1,1,f,11,Centro Storico,43.78228,11.24359,Entire home/apt,3,1,1,2,55,2,16,44,74,326,103,2014.1,4.45,4.59,4.68,4.78,4.85,4.48,4.49,t,1.12,27.72
within a day,1,1,f,3,Centro Storico,43.76671,11.24518,Entire home/apt,2,1.5,,1,49,2,30,60,90,365,19,2018.8,4.72,4.78,4.78,4.89,4.89,4.89,4.78,t,0.55,12.1275
within an hour,1,1,t,2,Centro Storico,43.76944,11.2552,Entire home/apt,11,2,4,7,250,2,10,38,56,259,82,2015.5,4.65,4.67,4.68,4.66,4.68,5,4.74,t,1.1,123.75
within an hour,1,1,t,4,Centro Storico,43.77467,11.24327,Private room,2,1,1,1,58,2,29,59,89,364,228,2014.1,4.92,4.9,4.94,4.96,4.95,4.89,4.87,t,2.49,64.989
within an hour,1,0.4,f,2,Centro Storico,43.7663,11.23902,Entire home/apt,4,2,2,3,90,1,29,59,89,364,50,2014.4,4.56,4.73,4.71,4.69,4.8,4.58,4.7,f,0.57,23.085
within a few hours,1,1,f,1,Centro Storico,43.77175,11.25006,Entire home/apt,2,1,1,1,67,3,27,57,87,362,75,2013.9,4.79,4.9,4.93,4.97,4.97,4.96,4.81,f,0.8,24.12
within an hour,1,1,t,4,Centro Storico,43.77429,11.24503,Private room,2,1,1,1,50,2,24,54,84,359,267,2014.4,4.94,4.96,4.95,4.92,4.97,4.91,4.91,t,3.05,68.625
within an hour,1,1,t,2,Centro Storico,43.76798,11.25907,Entire home/apt,6,2,2,2,89,3,8,22,25,183,121,2016.2,4.79,4.88,4.78,4.9,4.91,4.93,4.83,f,1.85,74.0925
within an hour,1,0.94,t,3,Centro Storico,43.77334,11.2638,Entire home/apt,2,0,1,1,40,4,2,5,6,80,163,2013.3,4.76,4.94,4.86,4.89,4.88,4.93,4.79,f,1.61,28.98
within an hour,1,0.53,t,4,Centro Storico,43.77407,11.25794,Entire home/apt,4,1,1,1,79,10,22,42,49,241,40,2013.2,4.64,4.72,4.72,4.78,4.59,4.89,4.62,f,0.39,13.8645
within an hour,1,1,t,3,Centro Storico,43.77353,11.26398,Entire home/apt,6,2,2,6,500,2,30,60,88,199,68,2014,4.59,4.74,4.57,4.81,4.82,4.76,4.62,f,0.73,164.25
within a few hours,1,0.8,f,2,Centro Storico,43.7724,11.25123,Entire home/apt,4,1.5,3,3,45,28,27,57,87,362,7,2016.5,5,4.71,4.86,5,5,4.86,4.71,f,0.11,2.2275
within an hour,1,0.95,f,1,Centro Storico,43.77295,11.25992,Entire home/apt,2,1.5,1,0,55,4,0,12,33,281,126,2013.4,4.56,4.75,4.43,4.83,4.82,4.89,4.59,t,1.25,30.9375
within an hour,1,1,f,5,Centro Storico,43.77883,11.25517,Entire home/apt,4,1,1,1,67,2,0,0,0,0,59,2015.4,4.54,4.73,4.59,4.81,4.88,4.78,4.69,t,0.78,23.517
within an hour,1,1,f,5,Centro Storico,43.77883,11.25517,Entire home/apt,2,1,1,1,67,2,0,0,0,188,116,2015.6,4.57,4.87,4.73,4.87,4.85,4.88,4.65,t,1.59,47.9385
within an hour,1,1,f,4,Centro Storico,43.77596,11.26542,Entire home/apt,5,1,2,3,69,1,17,35,65,155,196,2013.9,4.57,4.73,4.64,4.79,4.87,4.77,4.6,t,2.08,64.584
within an hour,1,1,t,1,Centro Storico,43.76719,11.24216,Entire home/apt,3,1,1,2,50,5,5,7,23,270,44,2013.5,4.72,4.83,4.9,4.95,4.92,4.95,4.75,f,0.45,10.125
within an hour,0.99,0.97,f,858,Centro Storico,43.76933,11.25669,Entire home/apt,4,2,1,2,195,1,10,30,46,114,3,2018.5,4.33,4.67,4.33,5,5,5,4.67,t,0.08,7.02
within an hour,1,1,f,12,Centro Storico,43.77306,11.24678,Entire home/apt,8,2,2,8,153,1,4,27,42,83,217,2013.3,4.78,4.77,4.79,4.93,4.94,4.9,4.82,t,2.14,147.339
within an hour,1,0.99,t,40,Centro Storico,43.77036,11.25608,Entire home/apt,3,1.5,2,2,147,1,12,41,49,275,96,2015.8,4.73,4.88,4.78,4.86,4.9,4.9,4.79,t,1.36,89.964
within an hour,1,1,t,3,Centro Storico,43.77191,11.2651,Entire home/apt,5,1.5,2,5,499,2,30,60,90,365,217,2015.4,4.88,4.93,4.81,4.93,4.97,4.92,4.81,f,2.85,639.9675
within an hour,1,1,t,2,Centro Storico,43.76759,11.25253,Entire home/apt,6,2,2,3,160,2,30,60,68,343,168,2013.7,4.89,4.97,4.93,4.96,4.95,4.95,4.86,t,1.74,125.28
within an hour,0.95,1,t,14,Centro Storico,43.7716,11.25656,Entire home/apt,6,2,3,4,252,1,1,15,34,294,363,2013.5,4.84,4.91,4.89,4.94,4.95,4.97,4.8,t,3.67,416.178
within an hour,1,1,f,1,Centro Storico,43.76617,11.24689,Entire home/apt,4,1.5,1,2,80,3,6,26,46,290,17,2013.4,4.87,4.94,4.75,4.81,4.94,5,4.81,t,0.17,6.12
within an hour,1,1,t,3,Centro Storico,43.76436,11.26129,Entire home/apt,5,1,1,3,57,2,8,22,46,313,292,2014,4.82,4.87,4.91,4.92,4.9,4.95,4.79,t,3.16,81.054
within an hour,1,1,f,2,Centro Storico,43.76461,11.2463,Private room,2,1,1,1,40,2,1,15,40,313,442,2013.5,4.41,4.61,4.68,4.61,4.55,4.8,4.55,t,4.5,81
within a few hours,1,0.78,f,2,Centro Storico,43.76491,11.24544,Entire home/apt,2,1,1,1,36,3,5,9,32,307,15,2013.8,4.79,4.67,4.87,4.8,4.87,4.93,4.53,f,0.16,2.592
within a few hours,1,1,f,10,Centro Storico,43.76596,11.25163,Entire home/apt,5,1,2,3,73,2,0,1,1,180,6,2019.8,4,4.67,4.67,4.17,3.83,4.67,4,f,0.28,9.198
within an hour,1,1,t,6,Centro Storico,43.77147,11.25768,Entire home/apt,2,1,1,1,140,2,11,24,39,126,211,2013.3,4.72,4.84,4.92,4.82,4.84,4.95,4.71,t,2.09,131.67
within an hour,0.9,1,f,20,Centro Storico,43.7715,11.2652,Entire home/apt,5,1,2,4,153,1,18,40,68,337,94,2014.9,4.51,4.55,4.49,4.48,4.24,4.82,4.55,t,1.15,79.1775
within an hour,1,0,t,2,Centro Storico,43.76855,11.26594,Private room,2,1,1,1,55,2,30,60,90,365,46,2015.8,4.76,4.89,4.76,4.96,4.96,4.91,4.73,f,0.65,16.0875
within a day,0.5,0,f,3,Centro Storico,43.7753,11.24632,Entire home/apt,2,1,1,2,44,30,0,14,44,44,4,2018.9,4,4.25,4,4.75,3.75,4.75,3.75,f,0.12,2.376
within an hour,1,0.53,t,4,Centro Storico,43.77046,11.26215,Entire home/apt,6,2,3,4,160,4,6,6,6,274,64,2014.7,4.57,4.83,4.92,4.85,4.8,4.87,4.7,f,0.76,54.72
within a day,0.5,0,f,3,Centro Storico,43.77443,11.24554,Entire home/apt,4,1,1,3,111,30,0,0,0,0,2,2013.3,5,5,5,4,4.5,4,4.5,f,0.02,0.999
within an hour,1,0.93,t,2,Centro Storico,43.77324,11.2637,Entire home/apt,4,1,2,2,93,3,3,11,19,153,145,2013.7,4.9,4.91,4.95,4.91,4.96,4.96,4.9,t,1.5,62.775
within a day,0.5,0,f,3,Centro Storico,43.7734,11.24471,Entire home/apt,8,2,2,5,187,3,0,0,0,0,2,2013.5,5,5,5,5,5,4.5,5,f,0.02,1.683
within an hour,1,1,t,7,Centro Storico,43.77268,11.25397,Entire home/apt,4,1,1,2,83,2,7,18,21,285,229,2016.6,4.91,4.93,4.94,4.95,4.96,4.99,4.84,t,3.77,140.8095
within an hour,1,1,t,7,Centro Storico,43.76941,11.25496,Entire home/apt,2,1,1,1,75,2,19,33,63,326,223,2016.3,4.9,4.89,4.95,4.96,4.95,4.99,4.86,t,3.46,116.775
within an hour,1,1,f,0,Centro Storico,43.76446,11.24574,Entire home/apt,2,1,1,1,44,2,29,31,31,73,7,2018,5,5,4.57,5,5,4.71,4.71,f,0.16,3.168
within an hour,1,0.95,f,1,Centro Storico,43.77649,11.24109,Entire home/apt,4,1,1,4,40,1,19,42,62,152,417,2013.6,4.19,4.48,4.1,4.53,4.51,4.63,4.27,t,4.27,76.86
within a few hours,1,0.95,t,4,Centro Storico,43.77942,11.24036,Private room,2,1,1,1,34,2,0,2,9,198,328,2013.4,4.82,4.91,4.89,4.93,4.94,4.58,4.8,f,3.3,50.49
within a few hours,1,0.77,t,3,Centro Storico,43.77002,11.25717,Entire home/apt,7,2,3,8,138,30,0,18,18,268,61,2013.5,4.56,4.71,4.37,4.85,4.74,4.93,4.68,f,0.62,38.502
within a few hours,1,0.95,t,4,Centro Storico,43.77936,11.23999,Private room,2,1,1,1,29,2,0,0,0,147,287,2013.7,4.81,4.88,4.87,4.95,4.97,4.64,4.85,f,2.98,38.889
within an hour,0.86,0.89,f,64,Centro Storico,43.76634,11.25177,Entire home/apt,4,2,2,2,400,2,30,60,90,365,41,2015,4.68,4.67,4.83,4.71,4.78,4.95,4.65,t,0.51,91.8
within a day,1,1,t,7,Centro Storico,43.77014,11.25045,Entire home/apt,4,1,1,1,238,1,11,29,41,248,54,2015.3,4.8,4.6,4.9,4.96,4.92,4.96,4.54,f,0.71,76.041
within a few hours,1,0.95,t,4,Centro Storico,43.78081,11.2402,Entire home/apt,6,0,3,4,120,2,0,0,0,145,17,2014.4,4.71,4.88,4.82,4.94,4.94,4.65,4.76,f,0.19,10.26
within a few hours,1,0.95,t,4,Centro Storico,43.77975,11.24028,Private room,2,1,1,2,29,2,4,7,7,183,176,2013.5,4.79,4.89,4.84,4.94,4.97,4.59,4.81,f,1.78,23.229
within an hour,1,1,f,189,Centro Storico,43.76782,11.25902,Entire home/apt,4,1,1,2,185,3,0,0,0,0,5,2018.4,4.6,4.8,4.4,4.5,4.6,5,5,t,0.13,10.8225
within an hour,1,0.86,f,9,Centro Storico,43.77112,11.24316,Entire home/apt,6,2,2,5,130,3,2,22,22,215,38,2013.5,4.76,4.78,4.84,4.89,4.89,4.89,4.74,t,0.38,22.23
within an hour,1,0.86,f,9,Centro Storico,43.7714,11.24279,Entire home/apt,2,1,1,1,120,3,0,0,0,209,41,2016.8,4.71,4.83,4.78,4.93,4.85,4.9,4.6,f,0.7,37.8
within an hour,1,1,t,8,Centro Storico,43.76988,11.25262,Entire home/apt,3,1,1,2,52,3,3,9,33,301,540,2013.7,4.89,4.91,4.85,4.97,4.97,4.98,4.86,t,5.61,131.274
within a few hours,1,0.5,f,0,Centro Storico,43.77608,11.25411,Entire home/apt,3,1,1,2,65,2,20,23,23,227,307,2013.4,4.59,4.63,4.83,4.79,4.83,4.81,4.62,f,3.06,89.505
